ID,ALIAS - BUSINESS,ASSOCIATES,CLASSIFIED LEVEL,EVIDENCE,INFLUENCES,LOCALITIES,NAKAMOTO INDEX,SCREEN COLOR,TEXT COLOR,Name,Description,Image
5434,Mojo Man - ファイル共有,The Caller,LEVEL 1,"GPU miners, please upgrade as soon as possible to shut down the free tra...",The Sybil Attack (Douceur 2002),"Amsterdam, NLD [Tor]",71,Black,White,CYPHERPUNK FILES #5434,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5434
5435,Rex - 暗号特許,Tall Man,LEVEL 3,Bitcoin is still very new and has not been independently analysed.  If y...,Patterns of Integrity: Separation of Duties (Szabo 2004),"Chicago, USA [VPN]",43,Black,White,CYPHERPUNK FILES #5435,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5435
5436,Stic Man - りんご,Old Man River,LEVEL 1,A timestamp server works by taking a hash of a block of items to be time...,Hermeneutics: An Introduction to the Interpretation of Tradition (Szabo 1996),"Delft, NLD [Relay]",39,Black,White,CYPHERPUNK FILES #5436,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5436
5437,The Earner - 灯台,Stic Man,LEVEL 3,no mechanism exists to make payments over a communications channel witho...,"Rights, Remedies, and Security Models (Szabo 2004)","Princeton, USA [I2P]",47,Black,White,CYPHERPUNK FILES #5437,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5437
5438,Captain - シルク,Olive Juice,LEVEL 1,The network timestamps transactions by hashing them into an ongoing chai...,Credit with Privity (Szabo 1996),"The Hague, NLD [Tor]",50,Black,White,CYPHERPUNK FILES #5438,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5438
5439,Old Man River - 暗号化接続,Sakou,LEVEL 3,Well this doesn't look good.,Negative Reputations (Szabo 1996),"London, GBR [VPN]",50,Black,White,CYPHERPUNK FILES #5439,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5439
5440,The Gripper - 万人のアクセス,Snowman,LEVEL 3,The money is never truly burned.  You have the option to release it at a...,Proplets: Devices for Controlling Property (Szabo 2001),"Boulder, USA [Relay]",48,Black,White,CYPHERPUNK FILES #5440,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5440
5441,Fireman - クリッパー,The Caller,LEVEL 2,"Oh great, now we're screwed.",From Crossbows To Cryptography: Techno-Thwarting The State (Hammill 1987),"Langley, USA [Tor]",34,Black,White,CYPHERPUNK FILES #5441,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5441
5442,Old Man River - 暗号化接続,The Assassin,LEVEL 1,"As computers get more powerful, the difficulty increases to compensate.",PGP Web of Trust Misconceptions (Finney 1994),"Arlington, USA [I2P]",40,Black,Green,CYPHERPUNK FILES #5442,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5442
5443,The Scribe - 暗号郵便リスト,Q,LEVEL 1,"Well, that's a relief.",Deflation and Liberty (Hülsmann 2008),"Louvain-la-Neuve, BEL [Proxy]",49,Black,White,CYPHERPUNK FILES #5443,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5443
5444,The Repeater - タイムスタンプ,Apache Pilot,LEVEL 2,Much more of the work was designing than coding.,Blind Signatures for Untraceable Payments (Chaum 1982),"Bochum, DEU [Relay]",66,Black,White,CYPHERPUNK FILES #5444,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5444
5445,Lucky - データヘイブン,Patty,LEVEL 2,an attacker would have to redo the proof-of-work of the block and all bl...,The Mystery of Banking (Rothbard 1983),"Princeton, USA [I2P]",41,Black,White,CYPHERPUNK FILES #5445,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5445
5446,Fireman - クリッパー,The Cook,LEVEL 4,the security of the network grows as the size of the network and the amo...,Crypto Anarchy and Virtual Communities (May 1994),"Leiden, NLD [Proxy]",30,Black,White,CYPHERPUNK FILES #5446,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5446
5447,Youngster - アーカイブ,The Navigator,LEVEL 3,"Until now, no scarce commodity that can be traded over a communications ...",The Cyphernomicon (May 1994),"Sliema, MLT [VPN]",50,Black,White,CYPHERPUNK FILES #5447,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5447
5448,Captain - シルク,The Provost,LEVEL 5,"You would not stand to get more than pocket change, and the heat you wou...",A Measure of Sacrifice (Szabo 2002),"Berkeley, USA [Tor]",51,Black,White,CYPHERPUNK FILES #5448,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5448
5449,The Haberdasher - 連鎖証明,Sasquatch,LEVEL 2,The proof-of-work also solves the problem of determining representation ...,Crypto Glossary (Hughes and May 1992),"Haifa, ISR [Relay]",39,Black,White,CYPHERPUNK FILES #5449,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5449
5450,Running Man - 再利用可能証明,The Assassin,LEVEL 3,"Technically, yes, the genesis block is a block.  It's a hardcoded block ...",The Idea of Smart Contracts (Szabo 1997),"Waterloo, CAN [Proxy]",72,Black,White,CYPHERPUNK FILES #5450,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5450
5451,Jaws - 数理システム理論,Old Man River,LEVEL 1,"Also, it would suck to be on a smaller, less reliable host just to save ...",Designing Trusted Services with Group Controls (Szabo 2000),"Cambridge, USA [Tor]",51,Black,White,CYPHERPUNK FILES #5451,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5451
5452,Mr. X - 電気自動車,Dashboard,LEVEL 2,It will reach an equilibrium where it's not worth it for more nodes to j...,Quorum Systems (Szabo 1998),"Van Nuys, USA [Proxy]",42,Black,White,CYPHERPUNK FILES #5452,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5452
5453,The Godfather II - 国民保健サービス,Sandstorm,LEVEL 2,"The Internet is a brutal, rough and tumble place.",Confidential Auditing (Szabo 1998),"Osaka, JPN [I2P]",36,Black,White,CYPHERPUNK FILES #5453,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5453
5454,Mr. Red - 陰謀,Fireman,LEVEL 2,Maybe instead make it about the open source project and give more credit...,RPOW - Reusable Proofs of Work (Finney 2004),"Temple City, USA [Tor]",72,Black,White,CYPHERPUNK FILES #5454,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5454
5455,The Kazoo - ハードウェア暗号,The Navigator,LEVEL 3,"Also, anonymous sounds a bit shady.  I think the people who want anonymo...",Smart Liens (Szabo 1994),"New York, USA [Relay]",27,Black,White,CYPHERPUNK FILES #5455,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5455
5456,The Carrier - フロッピーディスク,The Gripper,LEVEL 2,"I've always hated projects with a lot of big dependencies, but there's n...","Cyberspace, Crypto Anarchy, and Pushing Limits (May 1994)","Nakano, JPN [I2P]",32,Black,White,CYPHERPUNK FILES #5456,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5456
5457,Sandstorm - スマートライフル,Money,LEVEL 3,natural deflation... I like that name for it.,Micropayments and Mental Transaction Costs (Szabo 1999),"Haasrode, BEL [Tor]",55,Black,White,CYPHERPUNK FILES #5457,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5457
5458,Mr. Anderson - 蛇口,Charlie Bravo,LEVEL 4,It's the same situation as gold and gold mining.  The marginal cost of g...,Patterns of Integrity: Separation of Duties (Szabo 2004),"Palm Beach Gardens, USA [I2P]",65,Black,White,CYPHERPUNK FILES #5458,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5458
5459,Ms. Crypto - 統計的ノイズ,The Scribe,LEVEL 2,"To the rest of the world, 'log' means delete-at-will, but to database pe...",Credit with Privity (Szabo 1996),"Paris, FRA [Relay]",31,Black,White,CYPHERPUNK FILES #5459,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5459
5460,Rex - 暗号特許,ATAT,LEVEL 1,The network timestamps transactions by hashing them into an ongoing chai...,Secure Communications over Insecure Channels (Merkle 1978),"Waterloo, CAN [Proxy]",25,Black,White,CYPHERPUNK FILES #5460,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5460
5461,Hellraiser - 鍵交換,ATAT,LEVEL 1,"Historically, people have taken up scarce commodities as money, if neces...",Introduction to Algorithmic Information Theory (Szabo 1996),"Leiden, NLD [Proxy]",44,Black,White,CYPHERPUNK FILES #5461,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5461
5462,Godspeed - ネット法と文化,The Invisible Man,LEVEL 4,"I've always hated projects with a lot of big dependencies, but there's n...",Politics vs Technology (Finney 1994),"Fort Meade, USA [Relay]",57,Black,White,CYPHERPUNK FILES #5462,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5462
5463,Cold Boot - 弱い鍵,Tall Man,LEVEL 2,"There's a blog writer who wants to write a story about Bitcoin, but I do...",On Digital Cash-Like Payment Systems (Nagy 2005),"Arlington, USA [I2P]",43,Black,White,CYPHERPUNK FILES #5463,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5463
5464,The Godfather II - 国民保健サービス,Crystal,LEVEL 1,I suppose if the law applies to a bank or financial institution or other...,Objective Versus Intersubjective Truth (Szabo 1998),"Leiden, NLD [Proxy]",53,Black,White,CYPHERPUNK FILES #5464,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5464
5465,The Provost - ハニーポット,Van Helsing,LEVEL 1,sent directly from one party to another without going through a financia...,Contracts with Bearer (Szabo 1999),"Amsterdam, NLD [Tor]",28,Black,White,CYPHERPUNK FILES #5465,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5465
5466,The Navigator - ブラウザ,Mr. CashBack,LEVEL 3,"Generation is basically free anywhere that has electric heat, since your...",The Cyphernomicon (May 1994),"Dublin, IRL [VPN]",52,Black,White,CYPHERPUNK FILES #5466,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5466
5467,Sandstorm - スマートライフル,The Good Man,LEVEL 2,I can't understand why you're having so much pain.,"Secrecy, Authentication, and Public Key Systems (Merkle 1979)","Eindhoven, NLD [VPN]",33,Black,White,CYPHERPUNK FILES #5467,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5467
5468,The Kazoo - ハードウェア暗号,Mr. CashBack,LEVEL 1,A big attraction to new users is that anyone with a computer can generat...,Crypto Anarchy and Virtual Communities (May 1994),"Sliema, MLT [VPN]",56,Black,White,CYPHERPUNK FILES #5468,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5468
5469,Space Shuttle - 証明書販売,Molten Lava,LEVEL 1,Bitcoin is practical for smaller transactions than are practical with ex...,The Ethics of Money Production (Hülsmann 2008),"Cambridge, USA [Tor]",27,Black,White,CYPHERPUNK FILES #5469,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5469
5470,Molten Lava - ディージェイ,The Earner,LEVEL 4,A lot of the core interest in Bitcoin is going to be from the privacy cr...,Detecting Double Spending (Finney 1993),"Fort Meade, USA [Relay]",48,Black,White,CYPHERPUNK FILES #5470,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5470
5471,The Earner - 灯台,Mr. Right,LEVEL 2,Bitcoin transactions can be sufficiently irreversible in an hour or two.,RPOW - Reusable Proofs of Work (Finney 2004),"Cheltenham, GBR [Proxy]",51,Black,White,CYPHERPUNK FILES #5471,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5471
5472,The Cook - 無料暗号化,Ms. Crypto,LEVEL 1,We should have a gentleman's agreement to postpone the GPU arms race as ...,Detecting Double Spending (Finney 1993),"Sliema, MLT [VPN]",59,Black,White,CYPHERPUNK FILES #5472,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5472
5473,The Dutchman - 符号理論,Curtain Call,LEVEL 2,Title: Electronic Cash Without a Trusted Third Party,Smart Liens (Szabo 1994),"Melbourne, AUS [Tor]",29,Black,White,CYPHERPUNK FILES #5473,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5473
5474,Next of Kin - サイバー法,Snowman,LEVEL 2,"With group signatures, it is possible for something to be signed but not...",P2P Filename Integrity (Szabo 2005),"Melbourne, AUS [Tor]",33,Black,White,CYPHERPUNK FILES #5474,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5474
5475,Mt. Mox - 消える会話,Mr. X,LEVEL 2,The cost would be an order of magnitude less than the billions in bankin...,Designing Trusted Services with Group Controls (Szabo 2000),"Palo Alto, USA [Proxy]",29,Black,White,CYPHERPUNK FILES #5475,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5475
5476,The Boar - 匿名資格情報,The Way,LEVEL 1,"Fortunately, so far all the issues raised have been things I previously ...",Crypto Anarchy and Virtual Communities (May 1994),"Tokyo, JPN [VPN]",58,Black,White,CYPHERPUNK FILES #5476,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5476
5477,Fireman - クリッパー,The Tortoise,LEVEL 1,The Bitcoin network has been running for almost a year now.  The design ...,A Cypherpunk's Manifesto (Hughes 1993),"Stanford, USA [Tor]",39,Black,White,CYPHERPUNK FILES #5477,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5477
5478,The Earner - 灯台,Mountain Man,LEVEL 2,The heat from your computer is not wasted if you need to heat your home.,Reflections on Trusting Trust (Thompson 1984),"New York, USA [Relay]",48,Black,White,CYPHERPUNK FILES #5478,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5478
5479,The Kazoo - ハードウェア暗号,Jules,LEVEL 1,Thanks for the pointers you gave me to Wei Dai's b-money paper and others.,The Beauty of ECash (Finney 1994),"Stanford, USA [Tor]",47,Black,White,CYPHERPUNK FILES #5479,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5479
5480,The Finn - フォーラムビルダー,The Dutchman,LEVEL 2,natural deflation... I like that name for it.,On Digital Cash-Like Payment Systems (Nagy 2005),"Toronto, CAN [Proxy]",60,Black,White,CYPHERPUNK FILES #5480,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5480
5481,Thommy Boy - 安全,Sandstorm,LEVEL 3,"As Gavin and I have said clearly before, the software is not at all resi...",Advances in Distributed Security (Szabo 2003),"Dublin, IRL [VPN]",46,Black,White,CYPHERPUNK FILES #5481,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5481
5482,The Chef - タイミング攻撃,The Kiwi,LEVEL 4,I'm sure that in 20 years there will either be very large transaction vo...,A Cypherpunk's Manifesto (Hughes 1993),"Palo Alto, USA [Proxy]",52,Black,White,CYPHERPUNK FILES #5482,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5482
5483,Rex - 暗号特許,Dashboard,LEVEL 3,A timestamp server works by taking a hash of a block of items to be time...,Objective Versus Intersubjective Truth (Szabo 1998),"Chicago, USA [VPN]",36,Black,White,CYPHERPUNK FILES #5483,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5483
5484,Mayhem - 暗号無政府,Mojo Man,LEVEL 3,"Bitcoins are sent to and from bitcoin addresses, which are essentially r...",Interpreting Power: The Principle of Least Authority (Szabo 2005),"Washington D.C., USA [Tor]",32,Black,White,CYPHERPUNK FILES #5484,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5484
5485,The Godfather II - 国民保健サービス,The Scribe,LEVEL 1,Thanks for the pointers you gave me to Wei Dai's b-money paper and others.,Shelling Out: The Origins of Money (Szabo 2002),"Princeton, USA [I2P]",26,Black,White,CYPHERPUNK FILES #5485,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5485
5486,Sasquatch - 匿名転送,The Acrobat,LEVEL 2,The root problem with conventional currency is all the trust that's requ...,Objective Versus Intersubjective Truth (Szabo 1998),"Bletchley Park, GBR [VPN]",60,Black,White,CYPHERPUNK FILES #5486,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5486
5487,The Repeater - タイムスタンプ,Hellraiser,LEVEL 4,It will reach an equilibrium where it's not worth it for more nodes to j...,Principles of Economics (Menger 1871),"Fort Meade, USA [Relay]",67,Black,White,CYPHERPUNK FILES #5487,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5487
5488,Space Shuttle - 証明書販売,Agent Zero,LEVEL 2,The utility of the exchanges made possible by Bitcoin will far exceed th...,Digital Cash & Privacy (Finney 1993),"Arlington, USA [I2P]",42,Black,White,CYPHERPUNK FILES #5488,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5488
5489,Running Man - 再利用可能証明,The Assassin,LEVEL 1,There is no way for the software to automatically know if one chain is b...,Bit Gold Markets (Szabo 2008),"New York, USA [Relay]",63,Black,White,CYPHERPUNK FILES #5489,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5489
5490,Thommy Boy - 安全,Letter S,LEVEL 2,Someone came up with the word 'cryptocurrency'... maybe it's a word we s...,Multinational Small Business (Szabo 1993),"Fort Meade, USA [Relay]",36,Black,White,CYPHERPUNK FILES #5490,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5490
5491,Haste Maker - データアイランド,Jaws,LEVEL 2,"I've always hated projects with a lot of big dependencies, but there's n...",Multinational Small Business (Szabo 1993),"Berkeley, USA [Tor]",26,Black,White,CYPHERPUNK FILES #5491,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5491
5492,Grill Master - 匿名スピーチ,The Swan,LEVEL 2,there are so many applications if you could effortlessly pay a few cents...,PGP Web of Trust Misconceptions (Finney 1994),"Leuven, BEL [Relay]",44,Black,White,CYPHERPUNK FILES #5492,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5492
